GeneSymbol	VCaP_R1881-33	VCaP_R1881-13	VCaP_Dox-13	VCaP_Dox-32	VCaP_Vehicle-31	VCaP_Vehicle-13
RPL34P6	0.0	0.0	0.0	0.0	0.0	0.0
GPR25	0.0	0.0	0.0	0.0	0.0	0.0
C1orf106	0.167280304	0.751060629	0.465461978	0.545352716	0.475470703	1.064160546
MROH3P	0.0	0.083451181	0.0	0.06816909	0.0	0.0
RNU6-704P	0.0	0.0	0.0	0.0	0.0	0.0
KIF21B	10.42713892	9.2213555	7.602545645	9.066488905	8.25590039	7.395915798
RP11-168O16.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-168O16.2	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1S	0.0	0.04172559	0.103435995	0.0	0.129673828	0.053208027
ASCL5	0.0	0.166902362	0.465461978	0.340845448	0.216123047	0.319248164
TMEM9	70.3692477	68.55514519	77.1632524	73.96346212	69.2025996	60.49752707
IGFN1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-567E21.3	0.0	0.0	0.0	0.0	0.0	0.0
PKP1	547.229633	432.7778247	242.9194347	233.001948	398.2715507	337.0728531
TNNT2	0.223040405	0.166902362	0.20687199	0.340845448	0.345796875	0.478872246
LAD1	89.66224271	116.6230254	104.0566111	93.05080718	101.7075059	94.07179231
RP11-27G14.4	3.011045464	2.712163382	2.585899879	3.135778118	2.118005859	3.032857557
TNNI1	3.791686881	4.005656688	5.637261737	3.135778118	3.155396484	4.841930486
RP11-134G8.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-134G8.10	0.0	0.0	0.0	0.0	0.0	0.0
PHLDA3	0.0	0.083451181	0.103435995	0.0	0.216123047	0.106416055
CSRP1	220.3639199	224.1498722	133.6910238	151.6762242	82.94802538	80.13128915
RP11-134G8.7	2.063123744	2.294907477	3.620259831	3.408454476	3.328294922	3.352105721
RP11-134G8.5	2.955285363	2.837340154	4.861491773	3.885638102	4.1495625	4.948346541
RP11-134G8.6	0.0	0.0	0.0	0.0	0.0	0.0
NAV1	9.256176797	9.471709043	20.01486507	15.54255241	14.99893945	18.14393732
RP11-25B7.1	0.0	0.0	0.0	0.0	0.0	0.0
IPO9-AS1	0.613361113	0.250353543	0.258589988	0.204507269	0.345796875	0.159624082
MIR5191	0.055760101	0.0	0.0	0.0	0.0	0.0
RP11-90L20.2	0.0	0.083451181	0.0	0.136338179	0.129673828	0.106416055
RNU6-501P	0.0	0.0	0.0	0.0	0.0	0.0
MIR1231	0.0	0.0	0.0	0.0	0.0	0.0
IPO9	166.4996621	170.7411163	162.8082564	142.4733971	125.8268379	139.7242798
MIR6739	0.055760101	0.0	0.051717998	0.06816909	0.086449219	0.0
SHISA4	12.71330307	11.26590943	8.533469602	12.95212701	8.90426953	5.586842869
RP11-307B6.3	0.0	0.0	0.0	0.0	0.0	0.0
LMOD1	0.111520202	0.083451181	0.051717998	0.272676358	0.043224609	0.106416055
AC099676.1	0.0	0.0	0.0	0.0	0.0	0.0
TIMM17A	51.6338537	51.8231834	45.25324789	40.01525554	27.87987304	32.45689667
RP11-465N4.2	0.0	0.04172559	0.051717998	0.06816909	0.043224609	0.053208027
RNPEP	97.46865687	93.131518	90.19618779	83.1662892	95.69928515	88.48494944
RP11-465N4.5	1.840083339	1.71074921	1.344667937	0.613521806	1.037390625	1.862280956
RP11-465N4.4	3.011045464	3.129419287	1.758411918	1.227043611	0.994166016	1.809072929
MIR6740	0.055760101	0.04172559	0.051717998	0.0	0.0	0.053208027
ELF3	40.53759356	44.68810743	32.89264646	23.92735042	40.45823437	44.80115901
RP11-510N19.5	0.0	0.04172559	0.051717998	0.0	0.043224609	0.0
RP11-510N19.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-510N19.3	0.0	0.0	0.0	0.0	0.0	0.0
CRIP1P3	0.0	0.0	0.0	0.0	0.0	0.0
GPR37L1	0.0	0.04172559	0.155153993	0.06816909	0.043224609	0.266040137
ARL8A	59.16146736	50.44623891	39.46083216	47.03667176	43.78652929	38.25657165
PTPN7	0.0	0.0	0.051717998	0.136338179	0.0	0.0
PTPRVP	0.0	0.04172559	0.0	0.204507269	0.086449219	0.106416055
LGR6	0.0	0.04172559	0.258589988	0.204507269	0.259347656	0.266040137
UBE2T	13.27090408	12.55940274	14.9465013	13.08846519	7.477857421	5.852883006
PPP1R12B	24.70172483	22.36491651	31.13423455	27.2676358	49.40572851	58.95449427
CYCSP4	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-89P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-175B9.2	0.055760101	0.04172559	0.051717998	0.0	0.043224609	0.0
RP11-175B9.3	17.73171218	16.39815707	23.89371488	20.7915723	21.18005859	27.93421434
SYT2	0.278800506	0.959688581	1.137795947	0.204507269	1.556085937	2.287945175
RP11-569A11.1	0.0	0.0	0.051717998	0.06816909	0.0	0.0
RP11-569A11.2	0.0	0.04172559	0.0	0.0	0.0	0.0
KDM5B	138.6196115	97.22062586	92.52349768	96.73193802	125.6107148	130.7853312
RP11-480I12.2	0.0	0.125176771	0.155153993	0.136338179	0.172898437	0.0
SLC25A39P1	0.055760101	0.0	0.0	0.0	0.0	0.0
RP11-480I12.10	0.0	0.0	0.0	0.0	0.0	0.0
PCAT6	4.962649006	2.879065744	1.034359952	1.36338179	1.296738281	0.691704355
MGAT4EP	0.055760101	0.04172559	0.051717998	0.0	0.0	0.0
RP11-480I12.5	9.758017707	8.720648414	5.740697732	4.22648355	4.625033203	4.256642186
RP11-480I12.9	3.512886375	2.920791335	2.689335874	1.636058148	3.41474414	2.287945175
RABIF	29.32981322	34.2567098	23.4799709	22.56396863	18.19756055	18.67601759
KLHL12	53.36241683	49.36137356	52.75235754	51.87667712	60.4280039	63.15792843
HNRNPA1P59	0.167280304	0.04172559	0.20687199	0.136338179	0.345796875	0.212832109
ADIPOR1	193.3760309	183.9264029	150.499373	171.8542747	143.8082754	136.7446302
CYB5R1	21.18883845	22.53181887	19.65283908	18.67833053	17.63564062	15.58995201
RP11-38O14.5	0.0	0.0	0.0	0.0	0.0	0.0
RP11-38O14.6	0.0	0.0	0.0	0.0	0.0	0.0
TMEM183A	83.02679067	78.27720778	66.4576269	70.2141622	63.1943789	56.98579726
PPFIA4	1.617042934	1.293493305	0.827487961	1.158874522	0.518695312	0.691704355
MYOG	0.0	0.0	0.0	0.0	0.0	0.0
ADORA1	0.111520202	0.083451181	0.982641954	0.818029074	0.216123047	0.106416055
RP11-335O13.7	0.0	0.0	0.0	0.0	0.0	0.0
RP11-335O13.8	0.0	0.0	0.0	0.0	0.0	0.0
MYBPH	0.0	0.0	0.0	0.0	0.0	0.0
CHI3L1	0.0	0.04172559	0.103435995	0.0	0.129673828	0.053208027
CHIT1	0.0	0.04172559	0.0	0.0	0.0	0.0
NPM1P40	0.0	0.0	0.0	0.0	0.0	0.0
LINC01353	0.0	0.0	0.051717998	0.0	0.0	0.0
LINC01136	0.055760101	0.125176771	0.0	0.0	0.043224609	0.053208027
BTG2	36.46710618	37.3444035	35.94400832	31.90313389	43.52718164	49.21742527
RNU6-487P	0.0	0.0	0.0	0.0	0.0	0.0
FMOD	25.92844705	11.09900707	3.051361858	9.543672532	10.37390625	3.830977967
RP11-435P24.2	0.0	0.0	0.0	0.0	0.0	0.0
LARP7P1	0.0	0.0	0.0	0.0	0.0	0.0
PRELP	0.94792172	0.751060629	0.362025983	0.613521806	0.302572266	0.319248164
OPTC	0.0	0.04172559	0.0	0.0	0.0	0.0
ATP2B4	83.64015178	101.7687152	23.37653491	36.67497016	9.466189452	7.874788044
RP11-90O23.1	0.94792172	0.500707086	0.775769964	1.227043611	0.994166016	0.79812041
LAX1	0.0	0.0	0.051717998	0.0	0.0	0.0
ZC3H11A	195.6621951	203.579156	175.6860378	170.6954001	144.0243984	159.0920017
ZBED6	29.44133343	31.33591847	23.27309891	20.51889594	18.80270508	25.16739692
RP11-397P13.6	0.0	0.0	0.051717998	0.0	0.0	0.0
RP11-397P13.7	0.0	0.0	0.051717998	0.0	0.0	0.0
SNRPE	43.88319963	41.80904168	47.47712178	45.60512088	46.55290429	46.66343996
KRT8P29	0.0	0.04172559	0.051717998	0.0	0.172898437	0.159624082
HSPE1P6	0.0	0.0	0.051717998	0.06816909	0.0	0.053208027
CBX1P3	0.0	0.0	0.0	0.0	0.0	0.053208027
LINC00303	0.0	0.0	0.0	0.136338179	0.0	0.053208027
SOX13	14.94370712	20.23691139	52.90751153	33.67553022	64.66401562	61.40206353
RP11-74C13.4	0.0	0.0	0.0	0.0	0.0	0.0
ETNK2	1.115202024	2.128005115	7.550827647	6.748739862	3.501193359	3.032857557
RP11-74C13.3	0.0	0.0	0.051717998	0.0	0.0	0.0
REN	0.0	0.333804724	0.155153993	0.136338179	0.0	0.053208027
RP11-203F10.1	0.0	0.0	0.0	0.0	0.0	0.0
KISS1	0.055760101	0.0	0.0	0.0	0.043224609	0.0
GOLT1A	0.390320708	0.667609448	0.982641954	0.749859985	1.080615234	0.638496328
PLEKHA6	21.85795966	30.08415075	29.01379665	25.9724231	22.86581836	23.99682032
RP11-203F10.5	0.0	0.0	0.0	0.0	0.216123047	0.159624082
RP11-203F10.6	0.390320708	0.458981495	0.413743981	0.340845448	0.561919922	0.532080273
LINC00628	0.0	0.125176771	0.051717998	0.06816909	0.0	0.0
RP11-739N20.2	0.390320708	0.584158267	0.362025983	0.954367253	0.043224609	0.053208027
RP11-739N20.3	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R15B	167.1130233	164.2736498	127.795172	144.3139625	94.44577148	101.7337482
PIK3C2B	16.22618945	17.31612006	15.51539928	11.52057613	18.97560351	20.85754671
MDM4	26.59756827	30.12587634	35.47854634	34.28905202	33.36939843	39.16110811
RP11-430C7.2	0.055760101	0.0	0.051717998	0.136338179	0.043224609	0.0
RNA5SP74	0.0	0.0	0.0	0.0	0.0	0.0
RP11-430C7.4	0.0	0.083451181	0.051717998	0.136338179	0.0	0.0
LRRN2	0.055760101	0.125176771	0.568897973	0.681690895	0.821267578	0.957744492
RP11-430C7.5	0.0	0.04172559	0.155153993	0.06816909	0.086449219	0.159624082
RP11-23I7.1	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP75	0.0	0.0	0.0	0.0	0.0	0.0
NFASC	7.97369447	9.346532272	21.92843098	15.20170696	23.29806445	28.41308659
RP11-494K3.2	0.0	0.04172559	0.0	0.06816909	0.0	0.212832109
CNTN2	0.111520202	0.125176771	0.155153993	0.272676358	0.518695312	0.159624082
AL583832.1	0.0	0.0	0.0	0.0	0.0	0.0
TMEM81	1.784323238	1.71074921	1.551539928	1.227043611	1.167064453	1.170576601
RBBP5	31.56021727	28.9992854	30.92736256	31.221443	29.47918359	29.42403911
RP11-536L3.4	0.055760101	0.04172559	0.051717998	0.204507269	0.043224609	0.159624082
RP11-383G10.1	0.0	0.0	0.0	0.0	0.0	0.0
DSTYK	17.06259096	18.19235746	18.51504314	20.92791048	26.10766406	27.72138224
RP11-383G10.3	0.0	0.0	0.051717998	0.0	0.0	0.0
TMCC2	0.557601012	0.542432676	0.775769964	0.749859985	0.518695312	1.223784628
RP11-383G10.5	0.0	0.0	0.0	0.0	0.0	0.0
NUAK2	6.970012648	6.384015346	16.29116924	15.6107215	9.59586328	8.832532536
KLHDC8A	0.0	0.04172559	0.724051966	0.613521806	1.339962891	1.915488984
SNRPGP10	0.501840911	0.500707086	0.362025983	0.340845448	0.259347656	0.159624082
LEMD1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
LEMD1	0.0	0.0	0.0	0.0	0.0	0.0
BLACAT1	0.0	0.0	0.0	0.06816909	0.0	0.0
MIR135B	0.0	0.0	0.0	0.0	0.0	0.0
RP11-576D8.4	0.0	0.0	0.0	0.0	0.0	0.0
CDK18	1.672803036	1.335218896	4.70633778	3.544792655	10.5900293	9.683860973
RNU2-19P	0.0	0.0	0.0	0.0	0.0	0.0
MFSD4	11.82114145	12.14214684	25.6004088	21.13241775	52.77724804	52.72915508
RNU6-418P	0.111520202	0.04172559	0.155153993	0.409014537	0.129673828	0.372456191
ELK4	79.56966439	82.9921995	81.4558462	81.12121652	87.22726171	92.52875951
RP11-6B6.3	0.055760101	0.125176771	0.155153993	0.06816909	0.129673828	0.053208027
SLC45A3	1369.468085	1274.71679	627.8047727	646.7201522	318.4789218	202.7757921
NUCKS1	507.4726809	538.3435686	643.37189	611.1358875	571.5590097	619.341438
SNORA72	0.0	0.04172559	0.0	0.0	0.0	0.053208027
RAB29	13.9957854	15.64709644	17.48068318	17.99663963	18.02466211	18.3035614
SLC41A1	47.61912641	54.78570033	46.90822381	50.64963351	31.89976172	32.98897694
PM20D1	0.055760101	0.0	0.0	0.0	0.0	0.0
SLC26A9	0.0	0.0	0.0	0.0	0.0	0.0
RP4-681L3.2	0.0	0.0	0.0	0.0	0.0	0.0
CTSE	0.055760101	0.0	0.310307986	0.204507269	0.0	0.0
BX571818.1	0.0	0.0	0.0	0.0	0.0	0.0
C1orf186	0.0	0.0	0.051717998	0.0	0.043224609	0.053208027
SNORD60	0.0	0.0	0.0	0.0	0.0	0.0
AVPR1B	3.345606071	3.296321649	4.034003812	4.430990818	8.472023437	4.150226131
RP11-38J22.3	0.167280304	0.208627952	0.20687199	0.136338179	0.302572266	0.0
RP11-38J22.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-38J22.1	0.0	0.0	0.0	0.0	0.0	0.0
FAM72A	2.732244958	2.211456296	2.379027889	2.181410864	1.988332031	1.702656874
SRGAP2	39.64543194	37.92856176	37.03008627	40.62877735	53.9875371	45.38644731
RP11-421E17.4	0.0	0.0	0.0	0.0	0.0	0.0
IKBKE	0.278800506	0.125176771	0.310307986	0.204507269	0.302572266	0.106416055
MIR6769B	0.0	0.0	0.0	0.0	0.0	0.0
C1orf147	0.0	0.0	0.0	0.0	0.0	0.0
RP11-534L20.5	0.0	0.0	0.0	0.0	0.086449219	0.0
RASSF5	6.970012648	12.39250038	22.85935493	12.74761974	32.24555859	36.44749872
RP11-534L20.4	8.364015178	5.591229127	9.981573534	8.793812547	10.76292773	11.17368574
CH17-76K2.6	0.0	0.0	0.0	0.0	0.0	0.0
EIF2D	44.10624004	40.59899956	47.68399377	46.55948814	61.07637304	53.52727549
RP11-343H5.6	0.055760101	0.125176771	0.103435995	0.136338179	0.172898437	0.372456191
DYRK3	1.39400253	0.709335038	2.430745887	1.908734506	4.452134765	3.405313749
MAPKAPK2	53.41817694	56.6633519	59.16538924	56.71668247	65.31238476	68.95760341
RP11-343H5.4	0.0	0.0	0.0	0.0	0.0	0.0
IL10	0.0	0.0	0.0	0.0	0.0	0.0
IL19	0.0	0.0	0.0	0.0	0.0	0.0
IL20	0.0	0.0	0.0	0.0	0.0	0.0
IL24	0.111520202	0.125176771	0.568897973	0.06816909	0.345796875	0.585288301
FCMR	1.003681821	2.169730706	1.965283908	1.43155088	1.469636719	1.702656874
RP11-564A8.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-564A8.4	0.0	0.0	0.0	0.0	0.0	0.0
PIGR	0.223040405	0.083451181	0.724051966	0.06816909	0.518695312	1.064160546
FCAMR	0.334560607	0.208627952	0.051717998	0.06816909	0.086449219	0.0
C1orf116	758.6161766	708.166722	433.2933838	463.8906541	493.1927929	430.6657732
PFKFB2	39.42239154	49.31964797	38.32303621	50.58146442	9.250066405	10.3223573
YOD1	36.07678547	35.42502633	28.13459069	28.76735577	18.54335742	21.28321093
C4BPB	0.0	0.04172559	0.258589988	0.136338179	0.0	0.0
C4BPA	0.0	0.0	0.258589988	0.0	0.0	0.0
RP11-164O23.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-164O23.5	0.0	0.0	0.0	0.0	0.0	0.0
C4BPAP1	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-164O23.7	0.0	0.0	0.0	0.0	0.0	0.0
C4BPAP2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-6J21.2	0.0	0.0	0.0	0.0	0.0	0.0
CD55	7.304573255	8.720648414	14.79134731	12.61128156	22.17422461	29.31762306
RP11-357P18.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-357P18.3	0.0	0.0	0.0	0.0	0.0	0.0
CR2	0.0	0.0	0.0	0.0	0.086449219	0.106416055
CR1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-78B10.2	0.0	0.0	0.0	0.0	0.0	0.0
CR1L	0.0	0.083451181	0.051717998	0.06816909	0.043224609	0.106416055
CD46P1	0.0	0.0	0.0	0.0	0.0	0.0
CDCA4P3	0.0	0.0	0.0	0.0	0.0	0.0
CD46	270.7710514	301.509117	210.3370962	213.5737574	189.1941152	233.7960721
CDCA4P4	0.0	0.0	0.0	0.0	0.0	0.0
C1orf132	1.003681821	2.54526102	2.896207865	2.317749043	1.599310547	1.809072929
MIR29C	0.0	0.0	0.0	0.0	0.0	0.0
MIR29B2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-328D5.1	0.0	0.0	0.0	0.0	0.0	0.0
CD34	0.055760101	0.083451181	0.051717998	0.0	0.172898437	0.0
PLXNA2	16.00314904	19.19377163	15.77398926	14.99719969	12.62158594	13.40842289
RP11-2P2.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-565N2.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-565N2.2	0.0	0.0	0.0	0.0	0.0	0.0
RPS26P13	0.0	0.0	0.051717998	0.0	0.043224609	0.0
RP11-459K23.2	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1051D14.1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1051D14.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-385M4.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-385M4.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-385M4.3	0.0	0.0	0.0	0.0	0.0	0.0
ATP5G2P1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-372M18.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-372M18.2	0.0	0.04172559	2.896207865	3.408454476	0.0	0.0
MIR205HG	0.0	0.0	0.0	0.0	0.0	0.0
MIR205	0.0	0.0	0.0	0.0	0.0	0.0
RP1-272L16.1	0.780641417	0.792786219	15.10165529	25.3589013	0.0	0.0
CAMK1G	0.055760101	0.04172559	0.0	0.0	0.0	0.0
LAMB3	0.167280304	0.542432676	0.724051966	0.409014537	0.172898437	0.266040137
MIR4260	0.0	0.0	0.0	0.0	0.0	0.0
RP1-28O10.1	0.0	0.0	0.051717998	0.0	0.043224609	0.0
G0S2	0.111520202	0.208627952	0.827487961	0.886198164	0.69159375	0.79812041
HSD11B1	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2BP1	0.0	0.0	0.0	0.0	0.0	0.0
TRAF3IP3	0.111520202	0.166902362	0.051717998	0.06816909	0.043224609	0.266040137
C1orf74	3.28984597	4.130833459	5.171799759	5.317188982	4.79793164	6.438171306
IRF6	60.83427039	52.19871372	81.61100019	87.59728002	112.0814121	106.3628466
DIEXF	27.32244958	28.87410863	37.80585623	37.42483014	57.48873046	56.50692502
SYT14	0.501840911	0.333804724	0.465461978	0.545352716	0.302572266	0.585288301
SERTAD4-AS1	0.0	0.0	0.0	0.0	0.043224609	0.0
SERTAD4	1.784323238	2.670437792	1.396385935	1.022536343	2.593476562	3.032857557
ST13P19	0.111520202	0.166902362	0.258589988	0.136338179	0.302572266	0.266040137
RP4-667H12.4	0.0	0.0	0.0	0.0	0.0	0.0
HHAT	7.304573255	7.301978337	7.188801664	5.726203519	15.08538867	13.35521486
RNU5A-8P	0.0	0.0	0.0	0.0	0.0	0.0
RP5-879K22.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-75I2.3	0.0	0.0	0.0	0.0	0.0	0.0
KCNH1	0.501840911	0.292079133	0.724051966	0.545352716	1.037390625	0.904536464
IPO8P1	0.278800506	0.250353543	0.517179976	0.340845448	0.302572266	0.266040137
KCNH1-IT1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-543B16.1	0.055760101	0.04172559	0.051717998	0.136338179	0.086449219	0.266040137
RP11-543B16.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-543B16.2	3.958967184	4.422912593	3.775413824	3.612961744	3.068947265	3.192481639
AC092017.1	0.0	0.0	0.0	0.0	0.0	0.0
RCOR3	33.40030061	37.30267791	50.52848364	50.99047895	48.80058398	53.63369154
TRAF5	3.791686881	6.384015346	7.343955657	6.271556235	6.526916015	7.395915798
LINC00467	3.234085869	3.296321649	3.930567816	3.544792655	4.84115625	4.788722459
SNX25P1	0.501840911	0.500707086	0.20687199	0.545352716	0.259347656	0.212832109
ARPC3P2	0.111520202	0.125176771	0.155153993	0.0	0.043224609	0.053208027
RD3	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-359E8.3	0.0	0.0	0.0	0.0	0.0	0.0
SLC30A1	33.90214152	47.40027081	27.30710273	27.60848125	22.08777539	31.23311204
RP11-359E8.5	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-354K1.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-354K1.1	0.0	0.0	0.0	0.0	0.0	0.0
AL356310.1	0.0	0.0	0.0	0.0	0.0	0.0
NEK2	24.19988391	16.27298029	15.67055327	18.95100688	21.91487695	13.67446302
FDPSP8	0.111520202	0.0	0.0	0.0	0.086449219	0.053208027
RP11-122M14.1	0.0	0.0	0.0	0.0	0.129673828	0.0
RP11-122M14.3	0.0	0.0	0.0	0.0	0.0	0.0
LPGAT1	46.55968449	47.73407553	38.11616422	51.46766258	44.78069531	45.65248744
RN7SL344P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-552D8.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-565J7.1	0.111520202	0.04172559	0.051717998	0.06816909	0.0	0.0
INTS7	26.43028796	34.2567098	35.84057233	30.06256847	28.44179297	29.47724714
DTL	16.50498995	20.15346021	25.8072808	17.72396327	3.890214843	8.14082818
RPL21P28	1.89584344	2.294907477	2.637617877	2.249579954	2.593476562	2.97964953
MIR3122	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP98	0.0	0.0	0.0	0.0	0.0	0.0
RP11-15I11.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-15I11.3	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R5A	20.18515663	23.40805627	33.15123645	24.81354858	68.38133203	72.36291716
RP11-384C4.6	0.0	0.0	0.0	0.0	0.0	0.0
RP11-384C4.7	0.0	0.0	0.0	0.0	0.0	0.0
RPL23AP18	0.055760101	0.04172559	0.103435995	0.204507269	0.172898437	0.053208027
AL360091.1	0.0	0.0	0.0	0.0	0.0	0.0
SNORA16B	0.0	0.083451181	0.0	0.0	0.0	0.053208027
RP11-384C4.2	0.0	0.0	0.0	0.0	0.0	0.0
TMEM206	7.917934368	8.219941328	5.171799759	3.817469013	4.365685546	3.990602049
NENF	17.50867177	13.06010983	19.03222311	21.33692502	23.90320898	19.68697011
RP11-61J19.2	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-61J19.3	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-61J19.5	1.672803036	1.585572439	0.930923957	0.409014537	0.950941406	1.064160546
ATF3	6.245131333	2.128005115	4.189157804	5.998879877	4.970830078	4.043810077
RP11-338C15.5	0.0	0.0	0.0	0.0	0.0	0.0
FAM71A	0.0	0.0	0.0	0.0	0.0	0.0
RP11-338C15.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-338C15.3	0.0	0.0	0.0	0.0	0.043224609	0.0
BATF3	0.111520202	0.0	0.103435995	0.0	0.043224609	0.106416055
RNU6-423P	0.0	0.0	0.0	0.0	0.0	0.0
NSL1	21.30035865	18.35925982	20.58376304	20.45072685	19.71042187	21.38962698
TATDN3	6.412411636	5.966759441	7.343955657	6.476063504	10.24423242	11.43972587
RP11-348H3.2	0.0	0.0	0.0	0.0	0.0	0.0
SPATA45	0.055760101	0.0	0.0	0.0	0.0	0.0
FLVCR1-AS1	0.390320708	0.208627952	0.258589988	0.204507269	0.172898437	0.053208027
RP11-348H3.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-348H3.5	0.055760101	0.0	0.0	0.0	0.0	0.0
FLVCR1	18.06627278	20.57071612	22.29045696	24.6772104	18.54335742	19.58055405
RP11-348H3.8	0.0	0.0	0.0	0.0	0.0	0.0
VASH2	6.970012648	5.632954717	3.620259831	2.317749043	3.846990234	4.097018104
ANGEL2	36.18830567	35.09122161	32.99608246	35.44792655	37.12993945	41.18301315
RPS6KC1	36.13254557	36.59334287	25.96243479	27.47214307	26.23733789	32.24406456
RPL31P13	0.0	0.0	0.0	0.0	0.0	0.0
RP11-554K11.2	0.0	0.0	0.0	0.0	0.0	0.0
AL592063.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-323I1.1	0.0	0.0	0.0	0.0	0.0	0.0
PROX1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00538	0.0	0.0	0.0	0.0	0.0	0.0
PROX1	0.055760101	0.125176771	0.568897973	0.818029074	0.172898437	0.425664219
RP11-478J18.2	0.0	0.0	0.0	0.0	0.0	0.0
SMYD2	15.05522732	18.27580864	23.22138092	19.63269778	24.07610742	25.38022903
RP11-176D17.3	0.0	0.04172559	0.0	0.0	0.0	0.106416055
PTPN14	40.70487387	38.67962239	44.9429399	30.88059755	64.05887109	68.47873116
RP11-365D23.4	0.0	0.04172559	0.051717998	0.0	0.0	0.0
KRT18P12	0.0	0.0	0.0	0.0	0.0	0.0
CENPF	148.8794702	101.4766361	130.7430979	154.5393259	160.1039531	115.6742514
ABHD17AP3	0.0	0.083451181	0.051717998	0.06816909	0.0	0.0
RP11-365D23.2	0.0	0.0	0.0	0.0	0.0	0.0
GAPDHP24	0.0	0.0	0.0	0.0	0.0	0.0
RP11-323K10.1	0.0	0.0	0.0	0.0	0.0	0.0
KCNK2	0.0	0.0	0.0	0.0	0.0	0.0
VDAC1P10	0.0	0.0	0.0	0.0	0.0	0.0
RP11-199H2.2	0.0	0.0	0.0	0.0	0.0	0.0
KCTD3	298.5953418	314.1102453	171.962342	190.9416197	195.418459	220.015193
USH2A	0.278800506	0.208627952	0.0	0.136338179	0.086449219	0.053208027
SNORD116	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1111A8.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-22M7.2	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1099E6.3	0.0	0.0	0.0	0.0	0.0	0.0
MRPS18BP1	0.0	0.0	0.0	0.0	0.0	0.0
ESRRG	2.397684351	1.794200391	1.189513944	1.158874522	4.365685546	4.097018104
GPATCH2	27.65701019	26.82955469	24.25574087	25.08622494	18.19756055	19.20809786
SPATA17	0.94792172	0.417255905	0.672333969	1.022536343	1.556085937	1.809072929
SPATA17-AS1	0.0	0.0	0.0	0.0	0.0	0.0
UBBP2	0.223040405	0.166902362	0.103435995	0.409014537	0.172898437	0.106416055
LINC00210	0.0	0.0	0.0	0.0	0.0	0.0
RP11-152L7.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-152L7.2	0.0	0.0	0.0	0.0	0.0	0.0
RNU1-141P	0.0	0.0	0.0	0.0	0.0	0.0
RRP15	41.82007589	45.89814955	47.37368579	49.01357536	49.40572851	56.71975713
RP11-224O19.4	0.0	0.0	0.0	0.0	0.0	0.0
RP11-224O19.5	0.0	0.0	0.0	0.06816909	0.0	0.0
TGFB2-AS1	1.505522732	1.752474801	1.034359952	0.477183627	0.605144531	0.638496328
TGFB2	15.55706823	20.77934407	11.58483146	6.067048967	5.575974609	7.608747907
TGFB2-OT1	0.0	0.0	0.0	0.0	0.0	0.0
