GeneSymbol	LNCaP_R1881_1	LNCaP_R1881_2	LNCaP_Dox_2	LNCaP_Dox_1	LNCaP_Vehicle_1	LNCaP_Vehicle_2
SCARNA17	0.0	0.0	0.0	0.0	0.0	0.0
SCARNA18	0.0	0.0	0.0	0.0	0.0	0.0
EXTL1	0.337617431	0.291459436	1.309341452	1.169889271	1.427360609	1.458169994
SLC30A2	0.0	0.050688598	0.056927889	0.038357025	0.054898485	0.040787972
TRIM63	0.033761743	0.050688598	0.227711557	0.258909921	0.0	0.020393986
AL391650.1	0.011253914	0.0	0.0	0.0	0.0	0.0
PDIK1L	8.417927951	8.819815988	11.59431344	11.39203651	13.41718972	12.38934646
FAM110D	0.0	0.012672149	0.018975963	0.009589256	0.0	0.010196993
RP11-96L14.8	0.0	0.0	0.009487982	0.0	0.0	0.010196993
RP11-96L14.7	0.112539144	0.063360747	0.151807705	0.095892563	0.076857879	0.112166923
ZNF593	0.146300887	0.152065793	0.227711557	0.220552895	0.197634546	0.081575944
CNKSR1	14.35999474	14.52228322	17.22068649	18.34424734	12.74742821	13.42943974
CATSPER4	0.011253914	0.012672149	0.047439908	0.009589256	0.0	0.010196993
RP11-231P20.2	0.022507829	0.0	0.0	0.0	0.0	0.0
RP11-231P20.6	0.0	0.0	0.0	0.0	0.0	0.0
CEP85	15.98055841	15.48536658	21.14871084	20.77991844	23.15618096	22.05609579
RP11-231P20.5	0.033761743	0.038016448	0.075903852	0.067124794	0.032939091	0.050984965
SH3BGRL3	29.74409569	26.78892385	43.0090203	41.55024763	25.89012551	28.26606451
UBXN11	13.88733034	13.12834679	20.15247278	22.10323582	15.98643882	17.44705497
CD52	0.0	0.0	0.009487982	0.009589256	0.010979697	0.0
AIM1L	1.024106208	1.013771953	1.043677969	1.01646117	3.381746674	3.395598658
RP11-569G9.7	0.0	0.0	0.0	0.0	0.0	0.030590979
ZNF683	0.0	0.0	0.0	0.0	0.0	0.0
LIN28A	0.0	0.0	0.0	0.019178513	0.0	0.0
DHDDS	35.61863899	32.41535819	32.05988961	30.75274502	25.94502399	27.28715318
RP3-476K8.4	0.101285229	0.063360747	0.075903852	0.086303307	0.10979697	0.040787972
RP3-476K8.3	0.135046972	0.202754391	0.208735594	0.345213227	0.21959394	0.244727831
HMGN2	138.8958112	136.9605908	141.4847806	145.4977861	165.4310946	179.0184085
DPPA2P2	0.0	0.0	0.0	0.0	0.0	0.0
RPS6KA1	70.58455095	67.27644121	57.88617534	59.80819166	63.73714104	65.80119562
MIR1976	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL679P	0.0	0.0	0.0	0.0	0.0	0.0
RNU7-29P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-492M19.3	0.0	0.0	0.0	0.0	0.0	0.0
snoU13	0.0	0.0	0.0	0.0	0.0	0.0
RP4-785J1.1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-968P14.2	3.612506514	3.497513237	3.804680595	4.075433936	4.457756979	4.894556625
ARID1A	180.58031	173.6718076	164.0377128	164.7530128	174.5552228	159.7358948
PIGV	39.09609853	37.39551291	39.21382768	40.17898398	38.15444705	38.65680034
RN7SL165P	0.011253914	0.0	0.018975963	0.028767769	0.010979697	0.0
ZDHHC18	15.96930449	16.39776133	14.01374873	14.15374233	18.32511428	19.73118139
SFN	0.956582722	1.089804849	1.138557784	1.208246296	1.13090879	1.356200065
RP1-50O24.6	0.0	0.0	0.0	0.0	0.0	0.0
GPN2	46.83879162	46.72221487	45.09637623	46.00925182	41.06406675	42.4908697
GPATCH3	15.02397569	15.26994004	15.98724889	15.98529028	14.76769245	15.31588344
NUDC	156.1030463	152.0784651	135.9532874	143.8867911	154.5502149	167.0675328
NR0B2	0.033761743	0.038016448	0.075903852	0.067124794	0.032939091	0.030590979
KDF1	22.56409832	22.04953997	23.85278558	25.09508379	24.4517852	27.09341032
RPL12P13	0.033761743	0.076032896	0.028463945	0.038357025	0.010979697	0.020393986
RP11-344H11.5	0.022507829	0.076032896	0.028463945	0.028767769	0.021959394	0.091772937
OSTCP2	0.022507829	0.025344299	0.047439908	0.028767769	0.021959394	0.061181958
TRNP1	3.702537829	3.332775294	5.265829752	5.437108333	8.267711835	8.565474093
FAM46B	0.011253914	0.038016448	0.075903852	0.124660332	0.010979697	0.030590979
AL137860.1	0.0	0.0	0.0	0.009589256	0.0	0.0
SLC9A1	53.10722192	50.21972811	74.99300605	76.68528279	77.33000591	75.90641565
RP11-40H20.5	0.0	0.0	0.0	0.0	0.0	0.010196993
CHCHD3P3	0.652727034	0.709640367	0.531326966	0.517819841	0.91131485	0.774971466
NPM1P39	1.62056367	1.520657929	1.518077046	1.19865704	1.78969061	1.917034678
SNRPEP7	0.0	0.0	0.0	0.0	0.0	0.0
RP11-40H20.4	0.0	0.0	0.009487982	0.0	0.0	0.0
WDTC1	52.69082709	51.30953296	69.97386382	72.80163398	67.33848165	67.53468443
RP11-4K3__A.3	0.011253914	0.038016448	0.009487982	0.057535538	0.043918788	0.020393986
TMEM222	61.44637248	57.02467234	46.51957347	47.44764027	49.6282304	51.9128912
RNU6-48P	0.033761743	0.050688598	0.104367797	0.086303307	0.10979697	0.122363916
ACTG1P20	0.371379174	0.367492333	0.407983206	0.354802484	0.252533031	0.336500768
FO393419.1	0.0	0.0	0.0	0.0	0.0	0.0
SYTL1	69.45915951	67.68194999	32.35401703	36.21862112	40.27352857	44.41810137
MAP3K6	43.35007816	41.97015884	28.90039175	33.13088058	20.92730247	23.41229585
FCN3	0.191316544	0.228098689	0.170783668	0.210963639	0.274492425	0.081575944
CD164L2	1.778118471	1.748756618	1.964012178	2.224707466	1.635974852	1.458169994
RP1-144C9.2	0.0	0.0	0.009487982	0.0	0.0	0.0
GPR3	0.225078287	0.405508781	0.626206781	0.584944635	0.351350304	0.336500768
WASF2	229.5911071	221.6485653	167.1402827	166.181812	161.6760382	151.4967245
RP4-752I6.1	0.022507829	0.0	0.0	0.0	0.0	0.0
RP1-159A19.4	0.0	0.0	0.161295686	0.220552895	0.010979697	0.0
AHDC1	21.55124602	20.57957064	22.41061239	24.42383585	21.02611974	20.89363859
FGR	0.0	0.0	0.009487982	0.019178513	0.0	0.0
RP1-159A19.3	3.106080367	2.737184272	2.865370424	2.771295076	2.635127278	2.946930968
RP11-288L9.1	0.0	0.0	0.009487982	0.0	0.010979697	0.0
IFI6	8.924354098	7.970781978	10.41780373	10.44270013	10.50757002	10.62526667
RP11-288L9.4	0.011253914	0.050688598	0.075903852	0.067124794	0.054898485	0.020393986
RNU6-949P	0.0	0.0	0.0	0.0	0.0	0.0
CHMP1AP1	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-424P	0.0	0.0	0.0	0.0	0.0	0.0
FAM76A	12.05294229	12.46939502	13.14085443	13.37701257	11.40790517	10.69664562
RP3-426I6.2	0.225078287	0.139393643	0.237199538	0.163017357	0.230573637	0.193742866
RPEP3	0.0	0.0	0.009487982	0.009589256	0.032939091	0.0
STX12	90.71780376	92.35462489	74.94556614	73.66466705	62.25488194	63.23155339
RP3-426I6.5	0.056269572	0.076032896	0.047439908	0.124660332	0.032939091	0.010196993
AL020997.1	0.0	0.0	0.018975963	0.019178513	0.010979697	0.010196993
RP3-426I6.6	0.191316544	0.164737942	0.142319723	0.18219587	0.131756364	0.071378951
RNU6-1245P	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R8	60.20844189	59.54643007	58.89190139	57.28621725	64.11045074	64.9650422
SCARNA1	0.045015657	0.0	0.085391834	0.028767769	0.043918788	0.040787972
AL109927.1	0.0	0.0	0.0	0.0	0.0	0.0
THEMIS2	0.045015657	0.101377195	0.151807705	0.201374383	0.120776667	0.071378951
RPA2	37.82440621	39.05556448	47.57273942	47.21749812	54.22872344	55.88971846
SMPDL3B	26.28914397	25.83851264	11.84100096	12.05369519	34.14685765	36.32168895
RP11-460I13.2	0.078777401	0.101377195	0.094879815	0.10548182	0.153715758	0.091772937
XKR8	19.17667009	19.22365065	14.93408294	15.67843408	14.35046397	15.0813526
EYA3	84.73072131	85.60036926	57.46870416	56.64373708	71.1813756	65.94395352
RP11-460I13.6	0.078777401	0.038016448	0.0	0.009589256	0.010979697	0.030590979
RN7SL559P	0.472664404	0.291459436	0.132831741	0.143838845	0.296451819	0.112166923
AL137792.1	0.0	0.0	0.0	0.0	0.010979697	0.010196993
SPCS2P4	7.4388374	7.93276553	4.506791229	5.676839741	5.698462739	4.853768653
RP5-1053E7.2	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1053E7.3	0.0	0.0	0.0	0.009589256	0.0	0.0
RNU6-176P	0.0	0.0	0.0	0.0	0.0	0.0
PTAFR	0.258840031	0.278787287	0.24668752	0.306856202	0.318411213	0.37728874
DNAJC8	133.5727097	131.4988944	118.3056418	117.8903172	133.963283	139.3826969
ATPIF1	181.2893066	173.1269052	221.8290083	225.2708095	215.0812844	232.6036066
RP5-1092A3.4	13.30212679	12.38068997	13.16931837	14.13456381	21.32257156	20.1492581
RP5-1092A3.5	0.303855688	0.202754391	0.218223575	0.316445459	0.373309698	0.305909789
SESN2	20.52713982	19.90794672	28.93834368	29.84176567	42.89767615	45.87627136
MED18	35.57362333	32.99827706	33.00868776	32.28702603	28.27271975	29.38773373
PHACTR4	58.28402254	56.09960543	42.24049379	41.58860466	46.83938737	46.07001423
RP1-308E4.1	0.0	0.0	0.009487982	0.009589256	0.0	0.0
RNU6ATAC27P	0.011253914	0.025344299	0.009487982	0.019178513	0.010979697	0.0
RCC1	76.65041079	75.70342057	71.52989279	72.81122323	123.5106115	130.450131
SNHG3	87.93808691	85.27089337	92.99170702	98.61591199	138.1685069	144.0019347
SNORA73A	0.0	0.0	0.0	0.0	0.0	0.0
SNORA73B	0.956582722	0.963083355	1.081629895	1.160300015	1.317563639	1.315412093
PRDX3P2	0.112539144	0.139393643	0.12334376	0.163017357	0.296451819	0.265121817
RP4-669K10.8	0.765266177	0.798345413	0.834942375	1.026050426	1.67989364	1.794670762
TRNAU1AP	22.87920792	22.17626147	19.35548233	19.8018143	24.73725732	26.094105
SNHG12	18.61397437	17.39886114	18.19794858	21.24020275	23.11226217	24.08529739
SNORD99	0.450156575	0.456197379	0.379519261	0.527409098	0.592903638	0.82595643
SNORA61	0.0	0.0	0.0	0.0	0.0	0.0
SNORA44	0.0	0.0	0.0	0.0	0.0	0.0
SNORA16A	0.0	0.0	0.0	0.0	0.0	0.0
TAF12	27.72964501	26.19333283	26.53788435	27.29102348	30.09534946	31.97776995
RAB42	0.123793058	0.139393643	0.256175501	0.258909921	0.241553334	0.152954895
RP11-442N24__B.1	2.464607248	2.217626147	1.802716492	1.802780188	2.854721218	2.865355024
RNU11	0.0	0.0	0.0	0.0	0.0	0.0
GMEB1	26.48046052	27.49856422	21.79389359	21.8443259	24.68235884	26.8282885
SCARNA24	0.011253914	0.0	0.0	0.0	0.021959394	0.0
YTHDF2	163.3505671	162.8751363	158.240556	155.5281482	160.9403985	161.4795806
OPRD1	0.067523486	0.152065793	0.12334376	0.172606614	0.175675152	0.244727831
RP1-212P9.3	0.011253914	0.0	0.009487982	0.009589256	0.076857879	0.061181958
EPB41	143.0822673	140.6735306	140.9534537	137.5099356	149.5983715	140.3412142
RP4-604A21.1	0.427648746	0.240770839	0.275151465	0.297266946	0.263512728	0.397682726
TMEM200B	0.033761743	0.012672149	0.028463945	0.086303307	0.010979697	0.020393986
RP11-242O24.3	0.0	0.0	0.009487982	0.0	0.0	0.010196993
SRSF4	90.69529593	88.33755353	73.89240019	77.32776296	83.61039259	86.98035002
uc_338	0.0	0.0	0.0	0.0	0.0	0.0
MECR	25.53513171	25.71179115	24.3556486	26.83073918	31.31409582	33.46653092
RP11-467D18.2	0.213824373	0.291459436	0.237199538	0.191785126	0.307431516	0.163151887
PTPRU	29.53027131	28.39828682	33.89107004	35.13503515	43.15020918	42.81717347
AL645859.1	0.0	0.012672149	0.037951926	0.019178513	0.010979697	0.010196993
RP3-437I16.1	0.090031315	0.164737942	0.426959169	0.517819841	0.263512728	0.203939859
AL139151.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-810H18.1	0.0	0.0	0.0	0.0	0.0	0.0
AC092265.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-656G21.1	0.0	0.0	0.0	0.0	0.010979697	0.0
AL645944.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-179G8.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-111I12.1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-893G23.1	0.0	0.0	0.0	0.0	0.0	0.0
RP3-357I16.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-591L5.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-591L5.2	0.0	0.0	0.0	0.0	0.0	0.0
MATN1	0.506426147	0.557574574	0.569278892	0.65206943	0.538005153	0.540440627
MATN1-AS1	4.692882293	4.536629488	6.053332219	6.328909171	4.765188495	4.354115997
LAPTM5	0.033761743	0.050688598	0.74006256	0.987693401	0.032939091	0.030590979
MIR4420	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1125N11.1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1125N11.2	0.922820979	0.963083355	1.926060252	2.080868621	2.042223641	1.978216636
RN7SKP91	0.0	0.0	0.0	0.0	0.0	0.0
RP1-65J11.5	0.0	0.0	0.0	0.0	0.0	0.0
SDC3	66.30806348	63.34807489	118.9603125	120.9301114	77.83507198	79.74048501
RN7SL371P	0.0	0.0	0.0	0.0	0.010979697	0.0
PUM1	154.5162443	153.3583521	124.2735821	121.3136817	146.7985488	132.3875597
RP11-201O14.1	0.0	0.0	0.009487982	0.0	0.0	0.010196993
RP11-201O14.2	0.0	0.0	0.0	0.0	0.0	0.0
SEPW1P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-490K7.1	0.0	0.0	0.0	0.0	0.0	0.0
NKAIN1	0.844043578	0.912394757	0.578766874	0.786319018	0.197634546	0.183545873
SNRNP40	86.3625389	83.73756329	54.19535053	55.30124119	63.36383134	66.74951597
RP11-490K7.4	0.427648746	0.608263172	0.341567335	0.345213227	0.241553334	0.214136852
ZCCHC17	54.50270731	54.22412732	42.93311644	42.46122698	38.02269068	39.93142446
RP11-266K22.2	0.0	0.012672149	0.009487982	0.038357025	0.0	0.030590979
FABP3	1.710594985	1.698068021	1.755276584	1.486334729	1.097969699	1.060487269
SERINC2	133.8090419	124.3137857	55.20107657	59.7122991	58.67550073	62.50756689
RP11-439L8.2	0.0	0.0	0.009487982	0.0	0.0	0.0
RNU6-40P	0.0	0.0	0.0	0.0	0.0	0.0
LINC01225	0.0	0.0	0.009487982	0.0	0.0	0.0
LINC01226	0.0	0.0	0.009487982	0.0	0.0	0.0
RP11-439L8.5	0.0	0.0	0.0	0.0	0.0	0.0
RP11-73M7.1	0.033761743	0.025344299	0.018975963	0.076714051	0.032939091	0.020393986
TINAGL1	0.258840031	0.228098689	0.37003128	0.36439174	0.856416365	0.938123353
HCRTR1	0.146300887	0.076032896	0.113855778	0.076714051	0.043918788	0.071378951
PEF1	83.83040816	76.84391401	69.88847199	73.38657861	70.85198469	75.48833894
RP11-73M7.6	0.213824373	0.139393643	0.180271649	0.134249588	0.164695455	0.17334888
RP11-73M7.9	0.022507829	0.038016448	0.066415871	0.019178513	0.032939091	0.030590979
COL16A1	0.270093945	0.316803735	1.518077046	1.946619033	1.592056064	1.570336917
ADGRB2	1.575548012	1.27988709	3.045642073	3.41377525	4.633432131	5.088299491
MIR4254	0.0	0.0	0.0	0.0	0.0	0.0
RP11-84A19.3	0.0	0.0	0.028463945	0.0	0.021959394	0.010196993
SPOCD1	0.078777401	0.025344299	0.322591372	0.335623971	0.164695455	0.152954895
RP11-84A19.2	0.0	0.0	0.0	0.0	0.010979697	0.0
RP11-84A19.4	0.067523486	0.050688598	0.085391834	0.067124794	0.065878182	0.030590979
PTP4A2	164.1833568	162.8497921	136.7407899	140.0127315	131.2842369	132.9891823
AL136115.1	0.022507829	0.0	0.018975963	0.019178513	0.0	0.010196993
RP4-534N18.2	0.112539144	0.063360747	0.094879815	0.095892563	0.043918788	0.030590979
KHDRBS1	186.2635368	184.6712333	174.2372929	177.9094725	220.4393765	225.2005897
RP11-277A4.4	0.045015657	0.114049345	0.094879815	0.057535538	0.098817273	0.091772937
TMEM39B	12.22175101	11.24019653	9.924428685	10.7783241	11.79219457	12.44033142
MIR5585	0.011253914	0.0	0.0	0.009589256	0.032939091	0.0
KPNA6	153.7959938	149.4299858	133.087917	128.6686413	141.2318424	131.2862845
RP4-622L5.2	0.0	0.0	0.0	0.0	0.0	0.0
TXLNA	203.3132171	198.129056	184.0668418	187.5370858	178.7275076	176.4691603
CCDC28B	6.122129419	5.626434337	8.102736231	8.659098456	10.85892033	11.99166373
RP4-622L5.7	0.303855688	0.240770839	0.389007243	0.354802484	0.285472122	0.285515803
IQCC	5.649465015	5.57574574	8.728943012	10.05912988	7.971260016	8.993747798
DCDC2B	0.438902661	0.367492333	0.815966412	0.613712404	0.581923941	0.469061677
TMEM234	14.42751823	15.01649705	19.11828279	20.82786473	12.52783427	13.09293897
EIF3I	501.8570575	475.2943079	297.2964134	301.3423798	371.3992305	395.5821452
MTMR9LP	1.474262783	1.647379423	2.855882442	2.905544665	1.67989364	1.794670762
FAM167B	0.877805321	0.582918873	1.470637138	1.371263654	1.24070576	1.213442163
LCK	0.472664404	0.367492333	0.047439908	0.028767769	0.021959394	0.010196993
HDAC1	202.3791422	198.7119749	212.2461469	206.7539555	234.5592668	240.7917919
MARCKSL1	398.6586627	369.3044502	340.172602	358.9833996	446.5552564	491.8621528
RP4-811H24.9	0.123793058	0.101377195	0.208735594	0.163017357	0.10979697	0.142757902
TSSK3	1.316707982	1.229198493	1.432685212	1.486334729	1.361482427	1.213442163
FAM229A	8.856830611	7.70466684	6.973666428	8.150867871	6.499980619	7.270455986
BSDC1	128.2496082	122.3622747	136.7977178	135.6016736	113.2665542	111.7692399
GAPDHP20	0.022507829	0.088705046	0.037951926	0.038357025	0.087837576	0.071378951
RP11-395N6.4	0.0	0.0	0.0	0.0	0.0	0.0
LRRC37A12P	0.0	0.025344299	0.009487982	0.009589256	0.021959394	0.0
RN7SL122P	0.0	0.012672149	0.0	0.0	0.0	0.0
RP1-27O5.3	0.0	0.012672149	0.018975963	0.0	0.021959394	0.020393986
ZBTB8B	0.292601774	0.304131586	0.294127428	0.306856202	0.175675152	0.224333845
ZBTB8A	11.98541881	11.56967241	7.22984193	7.728940593	8.750818503	9.146702692
ZBTB8OS	29.2826852	28.28423748	25.20956694	24.47178213	21.92645489	23.80997858
RBBP4	264.9283982	270.220914	258.7372565	251.1522123	246.7577102	243.3614342
SYNC	0.337617431	0.278787287	0.132831741	0.10548182	0.197634546	0.17334888
RP11-114B7.6	0.112539144	0.177410092	0.028463945	0.0	0.065878182	0.050984965
KIAA1522	371.7055378	352.4378194	257.9023141	265.0086876	334.5952861	334.0432926
YARS	196.0769501	188.9417477	124.6815653	125.4466512	200.1708559	203.073115
S100PBP	32.52381254	32.70681762	36.91773615	34.47337647	36.09026401	33.42574295
FNDC5	0.90031315	0.709640367	0.645182744	0.815086787	0.977193032	0.92792636
HPCA	0.191316544	0.202754391	0.170783668	0.153428101	0.21959394	0.17334888
TMEM54	114.6436257	104.2664453	81.16019405	86.59098456	98.10359262	114.8283378
RNF19B	16.43071498	15.90354751	12.18256829	12.32219437	14.240667	14.04125932
RP5-1174N9.2	0.067523486	0.050688598	0.037951926	0.019178513	0.065878182	0.050984965
RP4-803A2.1	0.112539144	0.164737942	0.094879815	0.095892563	0.10979697	0.091772937
RP4-803A2.2	0.168808716	0.190082241	0.170783668	0.153428101	0.296451819	0.305909789
RP1-117O3.2	0.033761743	0.038016448	0.075903852	0.057535538	0.021959394	0.071378951
AK2	224.4480682	220.7615148	152.595207	157.5514813	205.0348616	207.355852
AZIN2	1.643071498	1.989527457	2.476363181	3.097329791	1.811650004	2.049595587
RP11-131M11.2	0.697742691	0.544902425	0.654670726	0.632890917	0.581923941	0.418076712
TRIM62	16.86961764	16.60051573	11.73663316	12.85919272	13.79049942	14.39815407
RP11-131M11.3	0.697742691	0.43085308	0.683134671	0.680837199	0.746619395	0.560834613
ZNF362	26.24412832	24.81206854	27.05023536	28.99791111	29.10717673	29.32655178
RP11-415J8.7	0.731504434	0.64627962	0.958286135	0.872622325	0.867396062	0.65260755
A3GALT2	0.056269572	0.038016448	0.085391834	0.067124794	0.120776667	0.050984965
RP11-415J8.3	1.766864557	2.052888204	2.590218959	2.569920694	2.613167884	2.304520411
PHC2	61.42386465	58.13982149	64.3854427	64.33432065	77.35196531	81.38220088
AL513327.1	0.090031315	0.114049345	0.085391834	0.115071076	0.087837576	0.122363916
RN7SKP16	0.101285229	0.202754391	0.227711557	0.18219587	0.21959394	0.17334888
RP11-415J8.5	0.337617431	0.354820183	0.474399077	0.297266946	0.527025456	0.448667691
AL138837.1	0.0	0.0	0.0	0.0	0.0	0.0
TLR12P	0.0	0.012672149	0.0	0.009589256	0.032939091	0.010196993
ZSCAN20	12.73943107	11.39226232	10.90169078	9.963237316	10.46365123	9.003944791
RP4-580O19.2	0.0	0.025344299	0.009487982	0.0	0.021959394	0.020393986
CSMD2	0.011253914	0.0	0.047439908	0.009589256	0.0	0.020393986
AL161643.1	0.0	0.0	0.0	0.0	0.0	0.0
HSPD1P14	0.0	0.0	0.0	0.0	0.0	0.0
HMGB4	0.0	0.0	0.009487982	0.0	0.0	0.0
CSMD2-AS1	0.0	0.0	0.009487982	0.0	0.0	0.0
RNA5SP42	0.0	0.0	0.0	0.0	0.0	0.0
C1orf94	0.0	0.0	0.0	0.0	0.0	0.0
AC115286.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-657M3.2	0.0	0.0	0.0	0.0	0.0	0.0
MIR552	0.0	0.0	0.0	0.0	0.0	0.0
SMIM12	45.20697404	41.729388	47.07936438	49.79700807	35.72793401	37.24961531
GJB5	0.0	0.0	0.047439908	0.009589256	0.021959394	0.020393986
GJB4	0.0	0.0	0.009487982	0.009589256	0.032939091	0.0
RP1-34M23.5	0.011253914	0.0	0.0	0.0	0.0	0.0
AL121988.1	0.0	0.0	0.0	0.0	0.0	0.0
GJB3	0.011253914	0.025344299	0.265663483	0.201374383	0.0	0.0
GJA4	0.0	0.0	0.009487982	0.0	0.010979697	0.0
RP5-997D16.2	1.778118471	1.685395871	1.688860713	1.898672751	1.690873337	1.743685797
DLGAP3	0.258840031	0.139393643	0.360543298	0.278088433	0.340370607	0.448667691
RP11-244H3.1	3.038556881	3.358119593	3.918536374	3.969952116	2.854721218	3.375204672
RP11-244H3.4	0.0	0.0	0.028463945	0.009589256	0.010979697	0.0
ZMYM6NB	0.405140917	0.468869528	0.407983206	0.412338022	0.241553334	0.27531881
ZMYM6	20.08823716	19.78122523	20.15247278	20.72238291	19.04977428	18.79305804
RPL12P45	0.0	0.0	0.0	0.0	0.0	0.0
ZMYM1	16.63328544	16.34707274	18.70081161	17.41408948	20.64183034	19.17034678
EFCAB14P1	0.0	0.025344299	0.0	0.0	0.010979697	0.0
SFPQ	434.2998096	422.6668714	347.3929559	351.0818524	492.153938	497.8171967
ZMYM4	107.8800232	109.8548632	109.0074199	105.9900501	125.8383072	119.0906809
RN7SL503P	0.0	0.0	0.0	0.0	0.010979697	0.0
SNORA62	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P4	0.607711376	0.41818093	0.626206781	0.65206943	0.69172091	0.65260755
ZMYM4-AS1	0.011253914	0.038016448	0.009487982	0.028767769	0.021959394	0.010196993
KIAA0319L	219.5075998	216.871165	140.0141435	141.4031737	188.2359252	184.4432088
RP4-728D4.3	0.0	0.0	0.009487982	0.009589256	0.0	0.010196993
NCDN	107.4298666	101.1110801	70.19208739	70.90296123	106.2615075	109.7094473
RP4-728D4.2	0.866551407	0.570246723	0.664158707	0.431516534	1.207766669	0.887138388
TFAP2E	3.398682141	3.079332306	1.954524196	2.57950995	3.414685765	3.834069356
PSMB2	144.1851509	144.8173234	124.2451182	126.9042181	119.1406921	122.9043562
C1orf216	40.03017342	40.00597568	37.61984679	38.86525586	40.32842705	43.2148562
CLSPN	13.66225205	14.0027251	17.47686199	15.937344	29.52440521	27.33813815
RP11-435D7.3	0.0	0.0	0.037951926	0.019178513	0.0	0.0
AGO4	35.51735376	33.2643922	39.45102722	38.17482941	60.72870406	55.12494398
AGO1	115.8365406	114.7209686	112.005622	105.8653898	138.7284715	124.0362225
RP4-789D17.4	0.0	0.0	0.0	0.0	0.0	0.0
RP4-789D17.5	0.0	0.0	0.0	0.0	0.0	0.0
AGO3	35.08970501	34.32885275	35.98791396	34.9720178	37.44076674	35.11844378
RP4-665N4.8	0.135046972	0.076032896	0.094879815	0.095892563	0.076857879	0.040787972
RP4-665N4.4	0.045015657	0.038016448	0.12334376	0.10548182	0.087837576	0.112166923
TEKT2	0.090031315	0.076032896	0.170783668	0.258909921	0.164695455	0.132560909
ADPRHL2	52.84838189	49.02854606	51.14970845	52.90392711	41.76676736	47.00813758
COL8A2	0.123793058	0.126721494	0.407983206	0.345213227	0.32939091	0.356894754
TRAPPC3	96.63736272	93.91329927	73.55083286	75.66882162	72.40012197	76.59981117
MAP7D1	262.9364554	252.1884454	140.2323671	150.206111	109.7750105	121.4563832
RN7SL131P	0.056269572	0.025344299	0.028463945	0.019178513	0.0	0.0
THRAP3	400.5268125	402.3407437	421.6269234	415.9627606	309.6054958	297.6910127
UBE2V2P4	0.011253914	0.038016448	0.009487982	0.0	0.0	0.0
AL360074.1	0.0	0.012672149	0.018975963	0.0	0.0	0.0
SH3D21	34.32443884	35.2919361	15.98724889	18.31547957	5.929036376	5.424800259
EVA1B	13.93234599	11.56967241	12.01178462	13.82770761	5.336132738	6.97474319
RP11-268J15.5	7.326298257	6.842960681	2.277115568	2.454849618	0.856416365	0.856547409
STK40	131.1981338	122.8311442	79.69904489	81.54703574	86.68470775	87.32704778
LSM10	53.15223758	49.35802195	38.77738053	40.63926828	42.28281312	45.65193752
RNU4-27P	0.0	0.0	0.0	0.0	0.0	0.0
OSCP1	22.12519566	22.92391828	27.50565847	29.69792682	17.95180458	18.37498133
SNORA63	0.045015657	0.050688598	0.018975963	0.057535538	0.043918788	0.020393986
MRPS15	119.5278246	117.8890059	111.5407109	116.1354833	114.0021939	122.3639156
CSF3R	0.0	0.012672149	0.009487982	0.019178513	0.087837576	0.081575944
FTLP18	0.0	0.0	0.009487982	0.0	0.0	0.0
AL080286.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-614N24.1	0.0	0.0	0.0	0.0	0.0	0.0
GRIK3	0.0	0.012672149	0.0	0.0	0.010979697	0.020393986
AC117945.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4255	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-636P	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1180C18.1	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP43	0.0	0.0	0.0	0.0	0.0	0.0
RPS29P6	0.011253914	0.0	0.0	0.0	0.0	0.0
LINC01137	12.53686061	12.16526343	9.971868593	9.982415828	12.90114397	14.17382023
ZC3H12A	48.70694141	46.0632631	54.56538181	58.16842883	29.80987733	31.53929925
MIR6732	0.0	0.0	0.0	0.0	0.0	0.0
MEAF6	270.8592111	272.3118186	145.2420213	141.4990662	113.1896963	115.6237033
MIR5581	0.990344465	1.153165596	0.778014486	0.498641329	0.461147274	0.316106782
SNIP1	44.66678615	44.73268741	33.06561565	31.37604668	33.30142098	32.02875491
FTH1P1	0.090031315	0.076032896	0.066415871	0.057535538	0.043918788	0.071378951
RP3-423B22.5	0.067523486	0.088705046	0.047439908	0.057535538	0.054898485	0.112166923
